case_id,crime_datetime,district,taluk,police_station,crime_category,crime_type,crime_severity,case_status,fir_registered,act_id,section_id
CR041277,2024-08-05 03:52:42,Kolar,Kolar,Kolar Town PS,Property Crime,Shop Theft,Medium,Charge Sheet Filed,Yes,ACT001,SEC003
CR041278,2025-05-27 10:19:00,Vijayanagara,Harapanahalli,Thoranagal PS,Crime Against Women,Domestic Violence,High,Pending Trial,Yes,ACT001,SEC012
CR041279,2024-08-29 14:00:45,Mandya,Nagamangala,Mandya Women PS,Violent Crime,Robbery,Critical,Charge Sheet Filed,Yes,ACT001,SEC004
CR041280,2026-02-23 12:47:02,Kodagu,Madikeri,Somwarpet PS,Crime Against Women,Sexual Harassment,High,Under Investigation,Yes,ACT001,SEC007
CR041281,2024-08-30 01:22:08,Chamarajanagar,Chamarajanagar,Chamarajanagar Traffic PS,Public Order,Illegal Liquor,Medium,Pending Trial,Yes,ACT004,SEC017
CR041282,2024-11-23 02:20:02,Mysuru,Piriyapatna,K.R. Nagar PS,Property Crime,Chain Snatching,Medium,Under Investigation,No,ACT001,SEC004
CR041283,2024-09-22 08:49:45,Chamarajanagar,Gundlupet,Chamarajanagar Traffic PS,Property Crime,Shop Theft,Medium,Closed,Yes,ACT001,SEC003
CR041284,2026-01-15 01:10:18,Shivamogga,Bhadravati,Agumbe PS,Violent Crime,Attempt to Murder,Critical,Closed,Yes,ACT001,SEC002
CR041285,2025-11-18 16:12:33,Koppal,Karatagi,Gangavathi Traffic PS,Violent Crime,Robbery,Critical,Under Investigation,Yes,ACT001,SEC004
CR041286,2025-12-31 15:07:42,Koppal,Kushtagi,Hanumasagar PS,Violent Crime,Attempt to Murder,Critical,Under Investigation,Yes,ACT001,SEC002
CR041287,2026-06-01 02:34:28,Haveri,Haveri,Ranebennur Rural PS,Rural Crime,Crop Theft,Medium,Closed,Yes,ACT001,SEC020
CR041288,2026-01-17 01:03:22,Koppal,Kukanoor,Kanakagiri PS,Property Crime,Shop Theft,Medium,Charge Sheet Filed,Yes,ACT001,SEC003
CR041289,2025-04-04 00:25:48,Uttara Kannada,Mundgod,Banavasi PS,Public Order,Illegal Gambling,Medium,Charge Sheet Filed,Yes,ACT007,SEC016
CR041290,2025-04-07 07:33:16,Shivamogga,Sagar,Bhadravathi New Town PS,Economic Crime,Forgery,Medium,Closed,Yes,ACT001,SEC015
CR041291,2025-07-06 02:07:20,Shivamogga,Bhadravati,Shimoga Traffic PS,Property Crime,Vehicle Theft,Medium,Charge Sheet Filed,No,ACT001,SEC003
CR041292,2024-11-04 12:32:34,Mysuru,Saraguru,Hunusur Town PS,Property Crime,Shop Theft,Medium,Pending Trial,Yes,ACT001,SEC003
CR041293,2025-06-20 12:15:33,Kolar,Kolar,Kolar Rural PS,Violent Crime,Assault,Critical,Charge Sheet Filed,Yes,ACT001,SEC006
CR041294,2026-02-25 01:48:15,Kolar,Kolar,Kamasamudram PS,Cyber Crime,Phishing,Medium,Charge Sheet Filed,Yes,ACT002,SEC009
CR041295,2025-05-25 10:56:36,Mysuru,Heggadadevankote,Saragur PS,Crime Against Women,Stalking,High,Closed,Yes,ACT001,SEC013
CR041296,2025-03-06 12:24:15,Hassan,Arkalgud,Sakaleshpura Rural PS,Violent Crime,Robbery,Critical,Charge Sheet Filed,Yes,ACT001,SEC004
CR041297,2026-05-13 00:06:41,Hassan,Hole Narsipur,Holenarasipura Town PS,Economic Crime,Financial Fraud,Medium,Pending Trial,No,ACT002,SEC014
CR041298,2025-08-15 02:02:28,Hassan,Hole Narsipur,Gandasi PS,Rural Crime,Sand Mining,Medium,Under Investigation,Yes,ACT001,SEC021
CR041299,2026-03-15 18:03:42,Bengaluru Urban,Anekal,BIAL Traffic PS,Cyber Crime,Phishing,Medium,Charge Sheet Filed,Yes,ACT002,SEC009
CR041300,2024-10-05 01:59:39,Vijayapura,Chadchan,Golgumbaz PS,Property Crime,Vehicle Theft,Medium,Closed,Yes,ACT001,SEC003
CR041301,2025-10-09 08:15:04,Hassan,Channarayapatna,Channarayapatna Town PS,Economic Crime,Cheating,Medium,Pending Trial,Yes,ACT001,SEC005
CR041302,2025-10-23 23:47:48,Bagalkote,Hungund,Banahatti PS,Crime Against Women,Domestic Violence,High,Charge Sheet Filed,Yes,ACT001,SEC012
CR041303,2024-12-24 21:39:00,Raichur,Sindhnur,Gabbur PS,Violent Crime,Attempt to Murder,Critical,Pending Trial,Yes,ACT001,SEC002
CR041304,2025-12-29 03:50:09,Ballari,Kampli,Bellary Traffic PS,Public Order,Illegal Liquor,Medium,Pending Trial,No,ACT004,SEC017
CR041305,2024-11-18 02:01:29,Chikkamagaluru,Chikkamagaluru,Koppa PS,Crime Against Women,Domestic Violence,High,Closed,Yes,ACT001,SEC012
CR041306,2024-07-28 14:26:18,Mysuru,Krishnarajanagara,Saligrama PS,Crime Against Women,Stalking,High,Pending Trial,Yes,ACT001,SEC013
CR041307,2026-05-15 05:10:54,Kolar,Kolar Gold Field,BEML Nagar PS,Economic Crime,Forgery,Medium,Closed,Yes,ACT001,SEC015
CR041308,2026-04-17 10:58:37,Belagavi,Ramdurg,Khanapur PS,Public Order,Illegal Liquor,Medium,Closed,No,ACT004,SEC017
CR041309,2025-11-01 08:44:52,Tumakuru,Chiknayakanhalli,Jayanagara PS,Property Crime,Chain Snatching,Medium,Charge Sheet Filed,No,ACT001,SEC004
CR041310,2024-10-15 16:37:39,Davanagere,Harihar,Bilichodu PS,Violent Crime,Attempt to Murder,Critical,Under Investigation,Yes,ACT001,SEC002
CR041311,2025-03-24 19:47:52,Belagavi,Kittur,Ramadurga PS,Property Crime,House Burglary,Medium,Pending Trial,Yes,ACT001,SEC003
CR041312,2026-07-09 23:00:39,Chitradurga,Chitradurga,Chitradurga CEN Crime PS,Property Crime,Chain Snatching,Medium,Charge Sheet Filed,Yes,ACT001,SEC004
CR041313,2025-03-08 00:54:05,Vijayanagara,Hadagalli,Cowlbazar PS,Economic Crime,Cheating,Medium,Charge Sheet Filed,No,ACT001,SEC005
CR041314,2024-09-28 14:32:03,Tumakuru,Turuvekere,Kolala PS,Rural Crime,Sand Mining,Medium,Pending Trial,Yes,ACT001,SEC021
CR041315,2024-12-22 17:19:14,Tumakuru,Chiknayakanhalli,Kunigal PS,Cyber Crime,OTP Scam,Medium,Charge Sheet Filed,Yes,ACT002,SEC009
CR041316,2025-06-20 22:59:06,Ballari,Sandur,Tekkalkota PS,Crime Against Women,Domestic Violence,High,Charge Sheet Filed,Yes,ACT001,SEC012
CR041317,2025-07-23 09:56:07,Kolar,Malur,Kolar Rural PS,Economic Crime,Financial Fraud,Medium,Closed,Yes,ACT002,SEC014
CR041318,2025-07-13 08:38:02,Dharwad,Annigeri,Hubli North Traffic PS,Cyber Crime,OTP Scam,Medium,Under Investigation,Yes,ACT002,SEC009
CR041319,2026-04-25 20:52:57,Belagavi,Athni,Soundatti PS,Public Order,Rioting,Medium,Pending Trial,Yes,ACT001,SEC018
CR041320,2026-05-16 17:06:00,Chikkaballapura,Sidlaghatta,Peresandra PS,Economic Crime,Financial Fraud,Medium,Closed,Yes,ACT002,SEC014
CR041321,2026-07-10 02:58:47,Chikkamagaluru,Narasimharajapura,Jayapura PS,Property Crime,Chain Snatching,Medium,Pending Trial,Yes,ACT001,SEC004
CR041322,2025-04-04 19:29:19,Chikkaballapura,Chikkaballapura,Peresandra PS,Violent Crime,Assault,Critical,Pending Trial,Yes,ACT001,SEC006
CR041323,2025-03-06 14:47:50,Tumakuru,Sira,Kolala PS,Property Crime,Chain Snatching,Medium,Pending Trial,Yes,ACT001,SEC004
CR041324,2026-04-30 18:59:23,Chikkamagaluru,Ajjampura,Jayapura PS,Economic Crime,Forgery,Medium,Pending Trial,Yes,ACT001,SEC015
CR041325,2026-05-31 14:46:00,Chikkamagaluru,Mudigere,Koppa PS,Rural Crime,Crop Theft,Medium,Under Investigation,Yes,ACT001,SEC020
CR041326,2025-06-11 20:54:03,Mysuru,Tirumakudal - Narsipur,Nazarbad PS,Crime Against Women,Sexual Harassment,High,Closed,Yes,ACT001,SEC007
CR041327,2025-11-25 11:05:18,Tumakuru,Sira,Amruthur PS,Rural Crime,Sand Mining,Medium,Under Investigation,Yes,ACT001,SEC021
CR041328,2024-11-30 05:33:37,Tumakuru,Gubbi,Honnavalli PS,Property Crime,Chain Snatching,Medium,Closed,Yes,ACT001,SEC004
CR041329,2026-03-02 04:11:03,Kalaburagi,Yadrami,Wadi PS,Cyber Crime,OTP Scam,Medium,Under Investigation,Yes,ACT002,SEC009
CR041330,2026-04-10 12:49:43,Kolar,Mulbagal,Bangarpet PS,Property Crime,Shop Theft,Medium,Charge Sheet Filed,Yes,ACT001,SEC003
CR041331,2024-10-22 19:04:03,Bengaluru Urban,Bengaluru South,Halasur Gate Traffic PS,Cyber Crime,OTP Scam,Medium,Charge Sheet Filed,Yes,ACT002,SEC009
CR041332,2025-11-20 16:10:18,Hassan,Channarayapatna,Javagal PS,Public Order,Rioting,Medium,Charge Sheet Filed,Yes,ACT001,SEC018
CR041333,2025-11-12 14:51:48,Bengaluru Urban,Bengaluru East,Jayaprakash Nagar PS,Public Order,Illegal Gambling,Medium,Under Investigation,Yes,ACT007,SEC016
CR041334,2025-03-05 12:00:25,Udupi,Kapu,Ajekar PS,Economic Crime,Cheating,Medium,Pending Trial,Yes,ACT001,SEC005
CR041335,2026-07-18 15:38:35,Mandya,Malavalli,Malavalli Rural PS,Public Order,Illegal Liquor,Medium,Pending Trial,No,ACT004,SEC017
CR041336,2025-10-31 01:19:41,Raichur,Raichur,Sadar Bazar PS,Public Order,Illegal Liquor,Medium,Under Investigation,No,ACT004,SEC017
CR041337,2024-08-19 04:21:35,Chikkaballapura,Chelur,Peresandra PS,Economic Crime,Forgery,Medium,Closed,Yes,ACT001,SEC015
CR041338,2024-11-19 23:44:56,Bagalkote,Badami,Bagalkot Women PS,Cyber Crime,Phishing,Medium,Closed,Yes,ACT002,SEC009
CR041339,2024-12-05 03:29:19,Shivamogga,Tirthahalli,Sagar Rural PS,Violent Crime,Robbery,Critical,Pending Trial,Yes,ACT001,SEC004
CR041340,2025-03-04 11:23:13,Hassan,Belur,Javagal PS,Economic Crime,Forgery,Medium,Under Investigation,No,ACT001,SEC015
CR041341,2026-02-22 14:24:29,Bengaluru Rural,Doddaballapura,Sulibele PS,Property Crime,Vehicle Theft,Medium,Charge Sheet Filed,Yes,ACT001,SEC003
CR041342,2025-10-18 17:54:25,Mysuru,Hunsur,Varuna PS,Violent Crime,Attempt to Murder,Critical,Charge Sheet Filed,Yes,ACT001,SEC002
CR041343,2025-03-10 16:17:43,Hassan,Hole Narsipur,Hallymysore PS,Cyber Crime,OTP Scam,Medium,Charge Sheet Filed,Yes,ACT002,SEC009
CR041344,2025-08-03 13:01:31,Raichur,Raichur,Idapanur PS,Property Crime,House Burglary,Medium,Charge Sheet Filed,Yes,ACT001,SEC003
CR041345,2025-08-12 20:27:02,Shivamogga,Shivamogga,Paper Town PS,Violent Crime,Attempt to Murder,Critical,Closed,Yes,ACT001,SEC002
CR041346,2025-08-09 13:43:05,Tumakuru,Tiptur,Medigeshi PS,Cyber Crime,OTP Scam,Medium,Charge Sheet Filed,Yes,ACT002,SEC009
CR041347,2026-05-24 09:33:02,Haveri,Hangal,Haveri CEN Crime PS,Economic Crime,Forgery,Medium,Pending Trial,No,ACT001,SEC015
CR041348,2025-08-10 16:30:54,Bidar,Aurad,New Town PS,Public Order,Rioting,Medium,Charge Sheet Filed,Yes,ACT001,SEC018
CR041349,2024-07-29 08:20:43,Uttara Kannada,Kumta,Gokarna PS,Rural Crime,Crop Theft,Medium,Closed,No,ACT001,SEC020
CR041350,2026-05-16 16:34:42,Davanagere,Davanagere,Azad Nagar PS,Cyber Crime,UPI Fraud,Medium,Closed,Yes,ACT002,SEC008
CR041351,2026-05-23 12:55:42,Uttara Kannada,Supa,Bhatkal Rural PS,Public Order,Illegal Liquor,Medium,Charge Sheet Filed,Yes,ACT004,SEC017
CR041352,2024-10-15 08:20:23,Mandya,Krishnarajpet,Srirangapatna PS,Violent Crime,Assault,Critical,Pending Trial,Yes,ACT001,SEC006
CR041353,2026-01-22 20:15:33,Hassan,Arsikere,Channarayapatna Rural PS,Crime Against Women,Stalking,High,Pending Trial,Yes,ACT001,SEC013
CR041354,2026-02-16 10:25:14,Bengaluru South,Ramanagara,Tavarekere PS,Property Crime,Vehicle Theft,Medium,Pending Trial,Yes,ACT001,SEC003
CR041355,2025-11-01 08:43:08,Belagavi,Ramdurg,Basaweshwar Chowk PS,Economic Crime,Cheating,Medium,Closed,Yes,ACT001,SEC005
CR041356,2024-07-30 13:25:02,Shivamogga,Hosanagara,Jog PS,Public Order,Illegal Liquor,Medium,Closed,Yes,ACT004,SEC017
CR041357,2024-11-27 16:34:16,Chikkamagaluru,Chikkamagaluru,Koppa PS,Rural Crime,Crop Theft,Medium,Closed,No,ACT001,SEC020
CR041358,2024-12-02 00:18:59,Davanagere,Channagiri,Harihara Town PS,Cyber Crime,Phishing,Medium,Closed,No,ACT002,SEC009
CR041359,2026-06-15 08:12:35,Mandya,Shrirangapattana,Basaralu PS,Crime Against Women,Domestic Violence,High,Closed,Yes,ACT001,SEC012
CR041360,2025-03-22 04:07:52,Uttara Kannada,Sirsi,Bhatkal Town PS,Rural Crime,Cattle Theft,Medium,Pending Trial,Yes,ACT001,SEC019
CR041361,2024-08-03 02:09:46,Belagavi,Yaragatti,Kittur PS,Violent Crime,Attempt to Murder,Critical,Pending Trial,Yes,ACT001,SEC002
CR041362,2025-08-10 04:48:26,Belagavi,Yaragatti,Nandagad PS,Property Crime,Vehicle Theft,Medium,Under Investigation,Yes,ACT001,SEC003
CR041363,2025-11-09 18:55:37,Raichur,Manvi,Balaganoor PS,Economic Crime,Financial Fraud,Medium,Pending Trial,No,ACT002,SEC014
CR041364,2026-04-02 11:50:49,Uttara Kannada,Haliyal,Karwar Traffic PS,Public Order,Illegal Liquor,Medium,Pending Trial,Yes,ACT004,SEC017
CR041365,2026-02-13 07:10:00,Bengaluru South,Magadi,Kudur PS,Rural Crime,Cattle Theft,Medium,Pending Trial,Yes,ACT001,SEC019
CR041366,2025-07-23 01:53:53,Uttara Kannada,Honavar,Bhatkal Rural PS,Economic Crime,Financial Fraud,Medium,Charge Sheet Filed,Yes,ACT002,SEC014
CR041367,2025-12-05 00:26:37,Yadgir,Yadgir,Hunasagi PS,Violent Crime,Murder,Critical,Charge Sheet Filed,Yes,ACT001,SEC001
CR041368,2025-06-30 21:06:44,Belagavi,Khanapur,Ramadurga PS,Property Crime,Vehicle Theft,Medium,Under Investigation,Yes,ACT001,SEC003
CR041369,2025-08-30 20:01:01,Mandya,Krishnarajpet,Mandya Rural PS,Crime Against Women,Sexual Harassment,High,Under Investigation,Yes,ACT001,SEC007
CR041370,2026-07-13 14:13:07,Belagavi,Bailahongala,Kittur PS,Economic Crime,Financial Fraud,Medium,Under Investigation,No,ACT002,SEC014
CR041371,2026-07-03 23:07:24,Chikkaballapura,Sidlaghatta,Nandi Giridhama PS,Rural Crime,Cattle Theft,Medium,Pending Trial,Yes,ACT001,SEC019
CR041372,2026-01-25 12:04:08,Mysuru,Krishnarajanagara,Kowlande PS,Economic Crime,Cheating,Medium,Charge Sheet Filed,Yes,ACT001,SEC005
CR041373,2025-07-25 02:10:41,Hassan,Alur,Dudda PS,Economic Crime,Forgery,Medium,Pending Trial,Yes,ACT001,SEC015
CR041374,2026-06-13 07:56:22,Mysuru,Piriyapatna,Hunusur Rural PS,Economic Crime,Forgery,Medium,Pending Trial,Yes,ACT001,SEC015
CR041375,2026-03-07 14:04:48,Bengaluru Urban,Bengaluru East,Kengeri PS,Crime Against Women,Stalking,High,Charge Sheet Filed,Yes,ACT001,SEC013
CR041376,2025-05-28 18:00:56,Koppal,Kushtagi,Alwandi PS,Violent Crime,Assault,Critical,Closed,Yes,ACT001,SEC006
CR041377,2026-05-31 09:03:25,Uttara Kannada,Supa,Bhatkal Rural PS,Rural Crime,Cattle Theft,Medium,Closed,Yes,ACT001,SEC019
CR041378,2024-12-19 11:49:47,Tumakuru,Kunigal,Madhugiri PS,Rural Crime,Crop Theft,Medium,Closed,No,ACT001,SEC020
CR041379,2026-05-22 15:39:12,Chikkaballapura,Gudibanda,Nandi Giridhama PS,Crime Against Women,Domestic Violence,High,Pending Trial,No,ACT001,SEC012
CR041380,2026-06-21 01:00:40,Shivamogga,Hosanagara,Sagar Town PS,Crime Against Women,Domestic Violence,High,Closed,Yes,ACT001,SEC012
CR041381,2024-09-17 12:41:09,Bidar,Bidar,Bidar CEN Crime PS,Crime Against Women,Sexual Harassment,High,Under Investigation,Yes,ACT001,SEC007
CR041382,2024-08-09 13:09:48,Mandya,Malavalli,Keragodu PS,Crime Against Women,Stalking,High,Pending Trial,Yes,ACT001,SEC013
CR041383,2026-05-14 21:45:11,Tumakuru,Kunigal,Tumkur CEN Crime PS,Rural Crime,Crop Theft,Medium,Under Investigation,Yes,ACT001,SEC020
CR041384,2025-03-27 05:22:37,Kalaburagi,Kalaburagi,Nimbarga PS,Economic Crime,Cheating,Medium,Pending Trial,No,ACT001,SEC005
CR041385,2025-10-26 23:00:48,Vijayanagara,Hagaribommanahalli,Gandhinagar PS,Crime Against Women,Domestic Violence,High,Closed,Yes,ACT001,SEC012
CR041386,2025-03-15 19:28:58,Mandya,Nagamangala,Besagaraghalli PS,Public Order,Rioting,Medium,Closed,No,ACT001,SEC018
CR041387,2025-05-14 17:33:44,Chitradurga,Hosdurga,Chitrahalli Gate PS,Rural Crime,Cattle Theft,Medium,Charge Sheet Filed,Yes,ACT001,SEC019
CR041388,2025-01-31 08:37:26,Gadag,Gajendragad,Gadag CEN Crime PS,Property Crime,House Burglary,Medium,Under Investigation,Yes,ACT001,SEC003
CR041389,2025-01-05 20:01:08,Bagalkote,Jamkhandi,Bilagi PS,Rural Crime,Sand Mining,Medium,Pending Trial,Yes,ACT001,SEC021
CR041390,2025-02-10 08:58:05,Mysuru,Piriyapatna,K.R. Nagar PS,Property Crime,Chain Snatching,Medium,Charge Sheet Filed,Yes,ACT001,SEC004
CR041391,2025-11-15 21:59:42,Dharwad,Dharwad,Navalgund PS,Rural Crime,Cattle Theft,Medium,Under Investigation,No,ACT001,SEC019
CR041392,2025-02-19 11:18:51,Belagavi,Khanapur,Nandagad PS,Cyber Crime,UPI Fraud,Medium,Under Investigation,Yes,ACT002,SEC008
CR041393,2025-12-24 18:34:12,Kolar,Malur,Kolar CEN Crime PS,Property Crime,Chain Snatching,Medium,Closed,Yes,ACT001,SEC004
CR041394,2024-10-02 16:27:06,Chitradurga,Challakere,Srirampura PS,Public Order,Illegal Gambling,Medium,Charge Sheet Filed,Yes,ACT007,SEC016
CR041395,2024-11-16 07:02:53,Chikkamagaluru,Kadur,Jayapura PS,Rural Crime,Cattle Theft,Medium,Closed,Yes,ACT001,SEC019
CR041396,2024-10-22 06:24:33,Tumakuru,Kunigal,Kora PS,Economic Crime,Financial Fraud,Medium,Charge Sheet Filed,Yes,ACT002,SEC014
CR041397,2026-07-02 17:43:11,Uttara Kannada,Karwar,Bhatkal Town PS,Crime Against Women,Sexual Harassment,High,Charge Sheet Filed,Yes,ACT001,SEC007
CR041398,2026-05-15 11:15:42,Chikkaballapura,Manchenahalli,Nandi Giridhama PS,Crime Against Women,Stalking,High,Closed,Yes,ACT001,SEC013
CR041399,2024-12-22 01:56:11,Tumakuru,Madhugiri,Tumkur Traffic PS,Rural Crime,Sand Mining,Medium,Pending Trial,No,ACT001,SEC021
CR041400,2024-11-23 06:02:05,Hassan,Arsikere,Arasikere Rural PS,Public Order,Illegal Gambling,Medium,Charge Sheet Filed,Yes,ACT007,SEC016
CR041401,2025-01-22 08:12:56,Hassan,Hassan,Arasikere Rural PS,Cyber Crime,Phishing,Medium,Under Investigation,Yes,ACT002,SEC009
CR041402,2025-12-26 15:00:50,Mysuru,Hunsur,Bettadapura PS,Rural Crime,Sand Mining,Medium,Charge Sheet Filed,Yes,ACT001,SEC021
CR041403,2025-06-13 08:29:20,Udupi,Udupi,Padubidri PS,Public Order,Rioting,Medium,Pending Trial,Yes,ACT001,SEC018
CR041404,2025-08-21 00:02:01,Shivamogga,Tirthahalli,Paper Town PS,Property Crime,Vehicle Theft,Medium,Charge Sheet Filed,Yes,ACT001,SEC003
CR041405,2025-10-27 18:57:25,Belagavi,Athni,Belagavi Rural PS,Economic Crime,Financial Fraud,Medium,Charge Sheet Filed,No,ACT002,SEC014
CR041406,2025-10-08 09:39:10,Tumakuru,Gubbi,Chelur PS,Cyber Crime,OTP Scam,Medium,Closed,Yes,ACT002,SEC009
CR041407,2024-11-11 13:31:29,Bengaluru South,Magadi,Kaggalipura PS,Violent Crime,Assault,Critical,Closed,Yes,ACT001,SEC006
CR041408,2026-02-01 10:44:36,Uttara Kannada,Sirsi,Dandeli Rural PS,Property Crime,Shop Theft,Medium,Under Investigation,Yes,ACT001,SEC003
CR041409,2024-10-10 02:11:55,Yadgir,Gurmitakal,Kembhavi PS,Economic Crime,Forgery,Medium,Pending Trial,Yes,ACT001,SEC015
CR041410,2026-03-11 04:42:56,Belagavi,Hukkeri,APMC Yard PS,Property Crime,Chain Snatching,Medium,Pending Trial,Yes,ACT001,SEC004
CR041411,2026-03-26 17:36:49,Chitradurga,Holalkere,Chitrahalli Gate PS,Economic Crime,Cheating,Medium,Charge Sheet Filed,Yes,ACT001,SEC005
CR041412,2024-08-26 10:09:29,Hassan,Hole Narsipur,Hassan Traffic PS,Public Order,Illegal Gambling,Medium,Under Investigation,No,ACT007,SEC016
CR041413,2026-04-19 09:43:13,Mandya,Mandya,Maddur PS,Public Order,Illegal Gambling,Medium,Pending Trial,No,ACT007,SEC016
CR041414,2025-11-16 02:29:07,Mysuru,Nanjangud,Vidyaranyarpuram PS,Violent Crime,Murder,Critical,Under Investigation,Yes,ACT001,SEC001
CR041415,2025-04-15 02:16:56,Chikkaballapura,Chintamani,Nandi Giridhama PS,Violent Crime,Assault,Critical,Pending Trial,Yes,ACT001,SEC006
CR041416,2025-01-05 17:09:25,Bidar,Bhalki,Bidar Traffic PS,Public Order,Illegal Liquor,Medium,Under Investigation,Yes,ACT004,SEC017
CR041417,2026-01-08 07:13:59,Kalaburagi,Aland,MB Nagar PS,Economic Crime,Forgery,Medium,Pending Trial,Yes,ACT001,SEC015
CR041418,2026-03-07 09:33:44,Belagavi,Ramdurg,Khanapur PS,Public Order,Rioting,Medium,Pending Trial,No,ACT001,SEC018
CR041419,2024-08-05 11:58:18,Tumakuru,Turuvekere,Patanayakanahalli PS,Economic Crime,Financial Fraud,Medium,Pending Trial,Yes,ACT002,SEC014
CR041420,2025-02-12 06:42:47,Davanagere,Davanagere,Bilichodu PS,Crime Against Women,Domestic Violence,High,Closed,Yes,ACT001,SEC012
CR041421,2026-05-23 04:41:58,Mysuru,Piriyapatna,Mysuru Women PS,Crime Against Women,Stalking,High,Charge Sheet Filed,Yes,ACT001,SEC013
CR041422,2024-09-10 12:18:19,Chitradurga,Hosdurga,Chitrahalli Gate PS,Economic Crime,Cheating,Medium,Charge Sheet Filed,No,ACT001,SEC005
CR041423,2025-02-19 19:27:16,Kalaburagi,Aland,Devalagangapur PS,Public Order,Illegal Liquor,Medium,Closed,No,ACT004,SEC017
CR041424,2024-12-14 22:31:13,Tumakuru,Sira,Amruthur PS,Violent Crime,Attempt to Murder,Critical,Closed,Yes,ACT001,SEC002
CR041425,2026-07-17 17:15:00,Hassan,Arkalgud,Hassan Traffic PS,Violent Crime,Robbery,Critical,Pending Trial,Yes,ACT001,SEC004
CR041426,2026-06-11 23:19:10,Kalaburagi,Kamalapur,Kamalapur PS,Economic Crime,Forgery,Medium,Under Investigation,Yes,ACT001,SEC015
CR041427,2025-09-09 13:59:12,Uttara Kannada,Kumta,Haliyal PS,Crime Against Women,Sexual Harassment,High,Closed,Yes,ACT001,SEC007
CR041428,2024-08-07 01:55:12,Tumakuru,Kunigal,Handanakere PS,Cyber Crime,OTP Scam,Medium,Closed,Yes,ACT002,SEC009
CR041429,2026-04-10 16:50:33,Chikkaballapura,Chikkaballapura,Chelur PS,Economic Crime,Financial Fraud,Medium,Pending Trial,Yes,ACT002,SEC014
CR041430,2024-08-19 23:50:11,Gadag,Ron,Shirahatti PS,Economic Crime,Forgery,Medium,Charge Sheet Filed,Yes,ACT001,SEC015
CR041431,2025-08-09 19:40:02,Haveri,Byadgi,Hansabhavi PS,Economic Crime,Forgery,Medium,Closed,Yes,ACT001,SEC015
CR041432,2024-09-22 05:25:32,Kolar,Kolar,Nangli PS,Property Crime,Shop Theft,Medium,Pending Trial,Yes,ACT001,SEC003
CR041433,2026-02-28 06:19:55,Kalaburagi,Chittapur,Kalaburagi CEN Crime PS,Economic Crime,Forgery,Medium,Closed,Yes,ACT001,SEC015
CR041434,2026-07-06 00:30:24,Kolar,Bangarapet,Kolar Town PS,Crime Against Women,Sexual Harassment,High,Closed,Yes,ACT001,SEC007
CR041435,2024-11-19 17:42:07,Chikkaballapura,Sidlaghatta,Chelur PS,Cyber Crime,OTP Scam,Medium,Pending Trial,No,ACT002,SEC009
CR041436,2025-11-29 01:34:56,Shivamogga,Shikarpur,Shikaripura Rural PS,Crime Against Women,Domestic Violence,High,Charge Sheet Filed,Yes,ACT001,SEC012
CR041437,2026-06-20 22:43:32,Uttara Kannada,Kumta,New Market PS,Economic Crime,Financial Fraud,Medium,Under Investigation,Yes,ACT002,SEC014
CR041438,2026-05-07 23:11:33,Hassan,Hole Narsipur,Hallymysore PS,Property Crime,House Burglary,Medium,Closed,Yes,ACT001,SEC003
CR041439,2025-01-06 16:23:41,Tumakuru,Kunigal,New Extention PS,Violent Crime,Attempt to Murder,Critical,Charge Sheet Filed,Yes,ACT001,SEC002
CR041440,2024-12-16 01:13:41,Vijayanagara,Hosapete,Kampli PS,Property Crime,Chain Snatching,Medium,Closed,Yes,ACT001,SEC004
CR041441,2025-03-05 15:53:20,Hassan,Arkalgud,Hassan Rural PS,Property Crime,Vehicle Theft,Medium,Under Investigation,Yes,ACT001,SEC003
CR041442,2025-04-14 05:48:41,Tumakuru,Koratagere,Pavagada PS,Public Order,Illegal Liquor,Medium,Under Investigation,Yes,ACT004,SEC017
CR041443,2025-04-09 03:18:05,Mandya,Krishnarajpet,Mandya West PS,Crime Against Women,Sexual Harassment,High,Closed,Yes,ACT001,SEC007
CR041444,2025-10-25 11:07:49,Davanagere,Channagiri,Channagiri PS,Property Crime,Chain Snatching,Medium,Charge Sheet Filed,Yes,ACT001,SEC004
CR041445,2026-04-05 09:41:24,Kalaburagi,Kamalapur,Kamalapur PS,Rural Crime,Sand Mining,Medium,Pending Trial,Yes,ACT001,SEC021
CR041446,2026-02-15 15:57:10,Mysuru,Mysuru,Hebbal PS,Economic Crime,Financial Fraud,Medium,Under Investigation,Yes,ACT002,SEC014
CR041447,2024-11-21 04:44:46,Tumakuru,Madhugiri,Thilak Park PS,Economic Crime,Cheating,Medium,Under Investigation,Yes,ACT001,SEC005
CR041448,2024-09-08 08:32:13,Shivamogga,Sorab,Nagara PS,Economic Crime,Cheating,Medium,Under Investigation,Yes,ACT001,SEC005
CR041449,2026-01-17 07:25:28,Chikkamagaluru,Sringeri,Jayapura PS,Crime Against Women,Stalking,High,Charge Sheet Filed,Yes,ACT001,SEC013
CR041450,2025-11-10 18:53:43,Kolar,Mulbagal,Kolar Rural PS,Rural Crime,Crop Theft,Medium,Under Investigation,No,ACT001,SEC020
CR041451,2025-03-05 23:17:22,Ballari,Sandur,P.D. Halli PS,Property Crime,Vehicle Theft,Medium,Under Investigation,Yes,ACT001,SEC003
