investigation_id,case_id,investigating_officer_id,investigation_start_date,investigation_end_date,investigation_status,evidence_collected,witness_count,forensic_required,forensic_completed,remarks
INV008758,CR008758,EMP009587,2026-03-28,2026-06-11,Closed,Yes,2,No,No,Case closed due to insufficient evidence.
INV008759,CR008759,EMP004116,2025-12-24,,Ongoing,Yes,9,No,No,Evidence collection in progress.
INV008760,CR008760,EMP008619,2025-03-12,,Ongoing,Yes,2,No,No,Awaiting forensic report.
INV008761,CR008761,EMP008299,2026-04-27,,Ongoing,Yes,5,No,No,Evidence collection in progress.
INV008762,CR008762,EMP003279,2026-05-11,2026-09-06,Closed,Yes,4,No,No,Complaint found to be false.
INV008763,CR008763,EMP004618,2024-09-06,2024-11-26,Completed,Yes,3,No,No,Charge sheet preparation underway.
INV008764,CR008764,EMP007982,2025-02-28,2025-04-11,Closed,Yes,4,Yes,Yes,Case closed due to insufficient evidence.
INV008765,CR008765,EMP003329,2025-06-26,2025-10-02,Completed,Yes,0,Yes,Yes,Charge sheet preparation underway.
INV008766,CR008766,EMP008214,2025-06-20,2025-07-21,Completed,Yes,2,Yes,Yes,Charge sheet preparation underway.
INV008767,CR008767,EMP004286,2026-03-11,,Ongoing,Yes,5,Yes,Yes,Additional witnesses being examined.
INV008768,CR008768,EMP004485,2024-08-08,2024-11-20,Closed,Yes,6,No,No,Complaint found to be false.
INV008769,CR008769,EMP005829,2026-07-04,2026-09-06,Completed,Yes,5,Yes,Yes,Charge sheet preparation underway.
INV008770,CR008770,EMP004726,2025-11-25,2025-12-20,Completed,Yes,8,No,No,Witness statements recorded.
INV008771,CR008771,EMP003281,2025-04-22,2025-05-25,Completed,Yes,1,Yes,Yes,Evidence verified and case completed.
INV008772,CR008772,EMP005820,2025-09-12,2025-10-06,Completed,Yes,5,Yes,Yes,Charge sheet preparation underway.
INV008773,CR008773,EMP007244,2025-05-23,2025-09-02,Completed,Yes,9,Yes,No,Evidence verified and case completed.
INV008774,CR008774,EMP009960,2026-04-22,2026-10-16,Closed,Yes,6,No,No,Complaint found to be false.
INV008775,CR008775,EMP008297,2026-05-07,2026-09-22,Completed,Yes,0,No,No,Investigation completed successfully.
INV008776,CR008776,EMP004843,2025-10-27,,Ongoing,Yes,5,Yes,Yes,Awaiting forensic report.
INV008777,CR008777,EMP006344,2025-11-07,2026-02-05,Completed,Yes,1,No,No,Witness statements recorded.
INV008778,CR008778,EMP001408,2025-11-23,2025-12-08,Closed,Yes,4,No,No,Complaint found to be false.
INV008779,CR008779,EMP008490,2025-11-23,,Ongoing,Yes,4,No,No,Awaiting forensic report.
INV008780,CR008780,EMP007138,2025-08-05,2025-11-14,Closed,Yes,7,No,No,Complaint found to be false.
INV008781,CR008781,EMP001013,2025-10-31,2026-01-14,Completed,Yes,9,No,No,Charge sheet preparation underway.
INV008782,CR008782,EMP009793,2025-09-11,2026-02-27,Completed,Yes,7,Yes,No,Evidence verified and case completed.
INV008783,CR008783,EMP009407,2025-04-29,2025-05-22,Closed,No,1,Yes,No,Investigation closed after verification.
INV008784,CR008784,EMP006830,2024-08-02,2024-10-07,Completed,Yes,1,No,No,Charge sheet preparation underway.
INV008785,CR008785,EMP000048,2025-04-01,2025-08-21,Closed,Yes,7,No,No,Investigation closed after verification.
INV008786,CR008786,EMP006205,2025-11-27,2025-12-31,Completed,Yes,5,No,No,Witness statements recorded.
INV008787,CR008787,EMP009891,2025-11-30,,Ongoing,Yes,8,No,No,Evidence collection in progress.
INV008788,CR008788,EMP006233,2024-10-22,2025-02-05,Completed,Yes,6,No,No,Charge sheet preparation underway.
INV008789,CR008789,EMP003283,2024-09-04,2024-10-25,Closed,Yes,5,No,No,Complaint found to be false.
INV008790,CR008790,EMP009572,2024-12-16,2025-05-01,Closed,Yes,3,No,No,Investigation closed after verification.
INV008791,CR008791,EMP001429,2025-03-24,2025-07-25,Closed,Yes,3,No,No,Complaint found to be false.
INV008792,CR008792,EMP007794,2026-02-05,,Ongoing,Yes,5,No,No,Awaiting forensic report.
INV008793,CR008793,EMP009255,2025-08-27,2026-01-20,Completed,Yes,3,No,No,Investigation completed successfully.
INV008794,CR008794,EMP000091,2025-02-14,,Ongoing,Yes,5,Yes,Yes,Additional witnesses being examined.
INV008795,CR008795,EMP001467,2024-10-09,2024-11-14,Completed,Yes,0,No,No,Charge sheet preparation underway.
INV008796,CR008796,EMP007778,2025-08-01,2025-08-23,Completed,No,4,Yes,Yes,Witness statements recorded.
INV008797,CR008797,EMP001648,2025-12-22,2026-06-20,Completed,Yes,2,Yes,Yes,Investigation completed successfully.
INV008798,CR008798,EMP003298,2026-06-01,2026-10-28,Closed,No,10,Yes,Yes,Complaint found to be false.
INV008799,CR008799,EMP004395,2026-01-21,2026-07-05,Completed,Yes,9,No,No,Witness statements recorded.
INV008800,CR008800,EMP007842,2025-10-04,2025-11-14,Closed,Yes,4,No,No,Investigation closed after verification.
INV008801,CR008801,EMP000252,2025-06-18,2025-09-07,Closed,Yes,4,No,No,Investigation closed after verification.
INV008802,CR008802,EMP007731,2025-09-01,2025-10-08,Completed,Yes,9,No,No,Charge sheet preparation underway.
INV008803,CR008803,EMP006071,2026-07-04,2026-08-21,Closed,Yes,10,No,No,Investigation closed after verification.
INV008804,CR008804,EMP009031,2024-10-13,2024-11-13,Closed,Yes,2,No,No,Complaint found to be false.
INV008805,CR008805,EMP004853,2026-06-02,2026-11-16,Completed,Yes,10,Yes,Yes,Charge sheet preparation underway.
INV008806,CR008806,EMP008247,2025-05-04,2025-07-28,Completed,Yes,0,No,No,Witness statements recorded.
INV008807,CR008807,EMP006510,2025-09-24,2026-01-02,Closed,Yes,8,No,No,Case closed due to insufficient evidence.
INV008808,CR008808,EMP007680,2025-11-04,,Ongoing,Yes,1,Yes,Yes,Evidence collection in progress.
INV008809,CR008809,EMP007738,2026-01-19,2026-05-24,Closed,Yes,8,No,No,Case closed due to insufficient evidence.
INV008810,CR008810,EMP003296,2025-12-25,,Ongoing,No,7,No,No,Investigation in progress.
INV008811,CR008811,EMP003364,2024-08-14,2024-12-23,Closed,Yes,3,Yes,Yes,Complaint found to be false.
INV008812,CR008812,EMP001605,2025-03-09,2025-06-25,Closed,Yes,4,Yes,Yes,Complaint found to be false.
INV008813,CR008813,EMP002934,2025-03-27,,Ongoing,Yes,3,No,No,Investigation in progress.
INV008814,CR008814,EMP001337,2025-10-06,2025-11-17,Completed,Yes,7,Yes,Yes,Witness statements recorded.
INV008815,CR008815,EMP003328,2024-08-26,,Ongoing,Yes,4,No,No,Investigation in progress.
INV008816,CR008816,EMP007244,2025-04-09,2025-06-18,Completed,No,4,No,No,Evidence verified and case completed.
INV008817,CR008817,EMP008050,2024-08-28,2025-01-15,Closed,Yes,7,Yes,Yes,Complaint found to be false.
INV008818,CR008818,EMP003300,2025-03-22,2025-06-11,Completed,Yes,9,No,No,Evidence verified and case completed.
INV008819,CR008819,EMP003285,2026-04-04,2026-06-05,Closed,Yes,4,Yes,Yes,Case closed due to insufficient evidence.
INV008820,CR008820,EMP003278,2025-03-07,2025-06-25,Closed,Yes,9,No,No,Case closed due to insufficient evidence.
INV008821,CR008821,EMP005908,2025-07-29,,Ongoing,No,6,Yes,Yes,Evidence collection in progress.
INV008822,CR008822,EMP001645,2025-04-02,2025-09-08,Completed,Yes,0,Yes,Yes,Witness statements recorded.
INV008823,CR008823,EMP004550,2024-08-27,2024-09-29,Completed,Yes,6,Yes,Yes,Investigation completed successfully.
INV008824,CR008824,EMP003285,2024-10-22,,Ongoing,Yes,5,No,No,Evidence collection in progress.
INV008825,CR008825,EMP004012,2026-01-08,,Ongoing,Yes,2,No,No,Evidence collection in progress.
INV008826,CR008826,EMP005817,2026-03-30,2026-05-25,Completed,Yes,4,No,No,Charge sheet preparation underway.
INV008827,CR008827,EMP003270,2026-02-09,2026-07-21,Closed,Yes,0,No,No,Investigation closed after verification.
INV008828,CR008828,EMP003311,2024-08-15,2024-12-24,Closed,Yes,8,Yes,Yes,Complaint found to be false.
INV008829,CR008829,EMP004911,2025-03-08,2025-04-30,Completed,Yes,3,Yes,Yes,Investigation completed successfully.
INV008830,CR008830,EMP006226,2025-01-27,2025-05-27,Completed,Yes,5,Yes,Yes,Evidence verified and case completed.
INV008831,CR008831,EMP003023,2026-03-19,,Ongoing,Yes,5,No,No,Evidence collection in progress.
INV008832,CR008832,EMP009641,2026-04-27,,Ongoing,Yes,4,No,No,Evidence collection in progress.
INV008833,CR008833,EMP004279,2026-03-28,,Ongoing,Yes,3,Yes,Yes,Evidence collection in progress.
INV008834,CR008834,EMP003314,2026-06-03,2026-11-01,Completed,Yes,10,Yes,Yes,Charge sheet preparation underway.
INV008835,CR008835,EMP008413,2026-03-13,2026-07-06,Closed,Yes,4,No,No,Investigation closed after verification.
INV008836,CR008836,EMP005352,2025-05-11,2025-06-17,Completed,Yes,3,Yes,Yes,Evidence verified and case completed.
INV008837,CR008837,EMP000635,2024-09-06,2024-09-23,Completed,Yes,7,Yes,Yes,Investigation completed successfully.
INV008838,CR008838,EMP008337,2024-09-23,,Ongoing,Yes,4,No,No,Awaiting forensic report.
INV008839,CR008839,EMP009217,2025-01-07,,Ongoing,Yes,9,No,No,Evidence collection in progress.
INV008840,CR008840,EMP006079,2025-12-24,2026-06-17,Completed,Yes,3,Yes,Yes,Witness statements recorded.
INV008841,CR008841,EMP004684,2025-06-04,2025-11-15,Completed,Yes,3,No,No,Charge sheet preparation underway.
INV008842,CR008842,EMP002551,2024-08-29,2025-01-13,Completed,No,7,Yes,Yes,Investigation completed successfully.
INV008843,CR008843,EMP001352,2025-02-20,2025-04-13,Completed,Yes,5,No,No,Evidence verified and case completed.
INV008844,CR008844,EMP000564,2025-04-16,,Ongoing,Yes,1,Yes,Yes,Investigation in progress.
INV008845,CR008845,EMP004729,2026-03-05,2026-06-22,Closed,No,6,Yes,Yes,Complaint found to be false.
INV008846,CR008846,EMP000886,2024-08-07,2024-12-11,Closed,No,5,No,No,Investigation closed after verification.
INV008847,CR008847,EMP004458,2025-01-01,2025-05-31,Completed,Yes,8,No,No,Charge sheet preparation underway.
INV008848,CR008848,EMP003259,2024-12-09,2025-01-02,Completed,No,8,Yes,Yes,Investigation completed successfully.
INV008849,CR008849,EMP005350,2025-01-01,2025-04-07,Completed,Yes,3,No,No,Investigation completed successfully.
INV008850,CR008850,EMP009827,2025-02-21,2025-06-13,Completed,Yes,5,No,No,Investigation completed successfully.
INV008851,CR008851,EMP007414,2025-07-10,2025-08-12,Completed,No,6,Yes,No,Charge sheet preparation underway.
INV008852,CR008852,EMP006874,2025-12-20,2026-01-04,Completed,Yes,3,No,No,Evidence verified and case completed.
INV008853,CR008853,EMP004191,2025-09-14,,Ongoing,Yes,9,No,No,Additional witnesses being examined.
INV008854,CR008854,EMP002897,2024-09-13,2025-03-06,Completed,Yes,9,Yes,Yes,Evidence verified and case completed.
INV008855,CR008855,EMP003260,2026-04-24,2026-09-27,Closed,No,3,No,No,Complaint found to be false.
INV008856,CR008856,EMP005682,2026-04-29,,Ongoing,Yes,1,Yes,Yes,Additional witnesses being examined.
INV008857,CR008857,EMP004682,2025-03-31,2025-05-30,Completed,No,5,No,No,Evidence verified and case completed.
INV008858,CR008858,EMP003297,2025-10-23,2026-01-21,Completed,No,4,Yes,Yes,Evidence verified and case completed.
INV008859,CR008859,EMP003371,2025-01-09,,Ongoing,Yes,0,No,No,Evidence collection in progress.
INV008860,CR008860,EMP006294,2024-09-29,2025-01-23,Completed,Yes,3,No,No,Investigation completed successfully.
INV008861,CR008861,EMP007354,2024-08-21,2025-01-24,Closed,Yes,4,Yes,Yes,Complaint found to be false.
INV008862,CR008862,EMP009340,2025-08-15,2026-01-11,Completed,Yes,6,No,No,Witness statements recorded.
INV008863,CR008863,EMP006303,2024-10-17,2025-01-31,Completed,No,4,Yes,Yes,Witness statements recorded.
INV008864,CR008864,EMP000359,2026-01-21,2026-04-25,Completed,No,9,No,No,Witness statements recorded.
INV008865,CR008865,EMP005755,2025-06-13,2025-08-03,Closed,Yes,10,No,No,Case closed due to insufficient evidence.
INV008866,CR008866,EMP009992,2025-12-01,2026-05-23,Completed,Yes,7,No,No,Evidence verified and case completed.
INV008867,CR008867,EMP008512,2025-06-17,2025-08-23,Closed,Yes,7,Yes,Yes,Complaint found to be false.
INV008868,CR008868,EMP001550,2025-06-30,2025-09-21,Completed,Yes,3,Yes,Yes,Investigation completed successfully.
INV008869,CR008869,EMP003300,2025-10-23,2026-02-17,Closed,Yes,5,No,No,Investigation closed after verification.
INV008870,CR008870,EMP004780,2025-02-11,2025-06-21,Completed,Yes,5,Yes,No,Witness statements recorded.
INV008871,CR008871,EMP006884,2025-11-24,2026-02-02,Completed,Yes,5,No,No,Evidence verified and case completed.
INV008872,CR008872,EMP004862,2024-07-26,2024-09-01,Completed,Yes,8,No,No,Evidence verified and case completed.
INV008873,CR008873,EMP009377,2024-07-19,2025-01-14,Completed,No,10,Yes,Yes,Evidence verified and case completed.
INV008874,CR008874,EMP004526,2025-06-30,2025-10-02,Completed,Yes,8,Yes,Yes,Investigation completed successfully.
INV008875,CR008875,EMP007997,2025-11-25,,Ongoing,Yes,1,Yes,Yes,Evidence collection in progress.
INV008876,CR008876,EMP008232,2025-12-06,,Ongoing,No,0,Yes,Yes,Evidence collection in progress.
INV008877,CR008877,EMP002158,2025-05-25,,Ongoing,Yes,8,No,No,Awaiting forensic report.
INV008878,CR008878,EMP002632,2025-12-11,2026-05-19,Closed,Yes,3,No,No,Case closed due to insufficient evidence.
INV008879,CR008879,EMP007814,2025-11-17,2026-04-17,Completed,Yes,7,No,No,Evidence verified and case completed.
INV008880,CR008880,EMP009168,2026-05-31,,Ongoing,Yes,3,No,No,Awaiting forensic report.
INV008881,CR008881,EMP001381,2024-08-26,2024-12-20,Closed,Yes,8,Yes,Yes,Complaint found to be false.
INV008882,CR008882,EMP005556,2024-07-27,2024-11-16,Closed,Yes,5,Yes,Yes,Complaint found to be false.
INV008883,CR008883,EMP000442,2026-06-03,2026-11-21,Completed,No,6,Yes,Yes,Charge sheet preparation underway.
INV008884,CR008884,EMP004553,2025-03-07,2025-07-25,Closed,Yes,9,Yes,Yes,Complaint found to be false.
INV008885,CR008885,EMP000916,2025-04-20,2025-06-15,Closed,Yes,2,Yes,No,Case closed due to insufficient evidence.
INV008886,CR008886,EMP005001,2026-04-20,2026-07-24,Closed,Yes,0,No,No,Investigation closed after verification.
INV008887,CR008887,EMP004514,2025-10-18,2025-12-31,Closed,Yes,8,No,No,Investigation closed after verification.
INV008888,CR008888,EMP008217,2026-06-17,,Ongoing,Yes,2,No,No,Additional witnesses being examined.
INV008889,CR008889,EMP003460,2024-10-20,2025-04-15,Completed,Yes,4,Yes,Yes,Charge sheet preparation underway.
INV008890,CR008890,EMP009837,2024-10-28,,Ongoing,Yes,4,No,No,Investigation in progress.
INV008891,CR008891,EMP003318,2026-04-04,,Ongoing,Yes,7,No,No,Awaiting forensic report.
INV008892,CR008892,EMP007296,2026-05-15,2026-06-17,Completed,Yes,9,No,No,Charge sheet preparation underway.
INV008893,CR008893,EMP007292,2025-03-16,2025-08-22,Completed,Yes,1,Yes,Yes,Witness statements recorded.
INV008894,CR008894,EMP004835,2026-05-09,2026-09-25,Closed,No,1,No,No,Case closed due to insufficient evidence.
INV008895,CR008895,EMP008854,2025-02-12,2025-04-25,Closed,Yes,4,Yes,Yes,Case closed due to insufficient evidence.
INV008896,CR008896,EMP005864,2024-09-11,2024-11-01,Closed,Yes,0,Yes,Yes,Investigation closed after verification.
INV008897,CR008897,EMP008131,2025-12-29,,Ongoing,No,3,No,No,Additional witnesses being examined.
INV008898,CR008898,EMP009443,2025-10-15,2025-11-13,Completed,No,10,Yes,No,Charge sheet preparation underway.
INV008899,CR008899,EMP000888,2025-11-13,2025-12-22,Completed,Yes,4,Yes,Yes,Charge sheet preparation underway.
INV008900,CR008900,EMP009157,2024-08-19,2024-11-13,Completed,Yes,0,No,No,Investigation completed successfully.
INV008901,CR008901,EMP005352,2025-06-15,2025-09-30,Completed,Yes,5,No,No,Evidence verified and case completed.
INV008902,CR008902,EMP003306,2026-01-04,,Ongoing,Yes,9,No,No,Awaiting forensic report.
INV008903,CR008903,EMP006084,2024-12-11,2025-06-03,Closed,Yes,5,No,No,Complaint found to be false.
INV008904,CR008904,EMP006230,2025-03-16,2025-04-09,Completed,No,4,No,No,Charge sheet preparation underway.
INV008905,CR008905,EMP003385,2025-04-27,2025-06-02,Closed,Yes,0,No,No,Case closed due to insufficient evidence.
INV008906,CR008906,EMP007275,2025-10-19,2026-03-25,Closed,Yes,10,No,No,Complaint found to be false.
INV008907,CR008907,EMP009596,2025-07-26,,Ongoing,Yes,4,No,No,Evidence collection in progress.
INV008908,CR008908,EMP000262,2025-01-03,2025-04-17,Completed,Yes,2,No,No,Investigation completed successfully.
INV008909,CR008909,EMP005265,2026-06-14,2026-08-10,Completed,Yes,5,No,No,Charge sheet preparation underway.
INV008910,CR008910,EMP008052,2025-07-11,2025-12-01,Closed,No,2,No,No,Case closed due to insufficient evidence.
INV008911,CR008911,EMP006164,2025-09-16,,Ongoing,Yes,0,No,No,Additional witnesses being examined.
INV008912,CR008912,EMP008516,2025-03-29,2025-07-08,Completed,Yes,9,No,No,Charge sheet preparation underway.
INV008913,CR008913,EMP007767,2026-06-27,2026-08-25,Completed,Yes,2,No,No,Witness statements recorded.
INV008914,CR008914,EMP006080,2026-02-06,2026-02-25,Completed,Yes,5,No,No,Evidence verified and case completed.
INV008915,CR008915,EMP009475,2026-06-17,2026-10-26,Closed,Yes,5,No,No,Investigation closed after verification.
INV008916,CR008916,EMP009507,2024-07-19,2024-12-16,Completed,Yes,1,Yes,Yes,Witness statements recorded.
INV008917,CR008917,EMP008121,2025-08-01,2025-12-30,Closed,Yes,4,No,No,Investigation closed after verification.
INV008918,CR008918,EMP001781,2026-06-04,,Ongoing,Yes,7,No,No,Evidence collection in progress.
INV008919,CR008919,EMP008405,2024-12-21,,Ongoing,Yes,5,Yes,Yes,Additional witnesses being examined.
INV008920,CR008920,EMP003730,2024-09-22,2024-11-13,Closed,Yes,3,No,No,Case closed due to insufficient evidence.
INV008921,CR008921,EMP005413,2026-02-14,2026-02-27,Completed,Yes,0,No,No,Charge sheet preparation underway.
INV008922,CR008922,EMP005064,2026-06-12,2026-07-09,Closed,Yes,4,Yes,Yes,Complaint found to be false.
INV008923,CR008923,EMP007796,2024-08-25,2025-01-09,Closed,Yes,4,Yes,No,Complaint found to be false.
INV008924,CR008924,EMP001186,2026-07-01,2026-09-14,Completed,Yes,7,No,No,Witness statements recorded.
INV008925,CR008925,EMP003305,2026-03-18,,Ongoing,Yes,9,No,No,Evidence collection in progress.
INV008926,CR008926,EMP005224,2024-07-15,2024-11-30,Completed,No,9,No,No,Witness statements recorded.
INV008927,CR008927,EMP007097,2025-11-11,2025-12-08,Completed,Yes,5,No,No,Charge sheet preparation underway.
INV008928,CR008928,EMP005624,2024-07-12,2024-11-07,Closed,Yes,7,No,No,Complaint found to be false.
INV008929,CR008929,EMP007801,2025-03-23,,Ongoing,Yes,9,No,No,Awaiting forensic report.
INV008930,CR008930,EMP003530,2025-08-15,2025-11-13,Completed,Yes,2,Yes,Yes,Investigation completed successfully.
INV008931,CR008931,EMP006649,2026-04-17,2026-09-27,Completed,Yes,3,No,No,Investigation completed successfully.
INV008932,CR008932,EMP005629,2024-11-30,2025-02-21,Closed,No,3,Yes,No,Complaint found to be false.
INV008933,CR008933,EMP008482,2024-07-14,2024-12-29,Completed,No,2,No,No,Witness statements recorded.
INV008934,CR008934,EMP001010,2025-12-22,2026-04-20,Completed,Yes,2,No,No,Investigation completed successfully.
INV008935,CR008935,EMP001854,2025-05-09,,Ongoing,Yes,6,Yes,Yes,Evidence collection in progress.
INV008936,CR008936,EMP009138,2024-12-17,2025-05-14,Completed,Yes,5,Yes,Yes,Witness statements recorded.
INV008937,CR008937,EMP005354,2024-08-07,2024-12-17,Completed,Yes,5,No,No,Witness statements recorded.
INV008938,CR008938,EMP001682,2025-07-05,,Ongoing,No,5,Yes,Yes,Additional witnesses being examined.
INV008939,CR008939,EMP003256,2026-04-12,,Ongoing,No,9,Yes,Yes,Investigation in progress.
INV008940,CR008940,EMP004759,2026-03-07,2026-04-21,Completed,Yes,2,No,No,Evidence verified and case completed.
INV008941,CR008941,EMP003158,2026-03-14,2026-04-18,Closed,Yes,3,No,No,Complaint found to be false.
INV008942,CR008942,EMP002886,2024-11-25,2025-04-04,Completed,Yes,2,No,No,Evidence verified and case completed.
INV008943,CR008943,EMP004833,2025-08-07,2025-11-11,Completed,Yes,6,No,No,Investigation completed successfully.
INV008944,CR008944,EMP003264,2025-03-20,2025-09-07,Completed,Yes,8,No,No,Witness statements recorded.
INV008945,CR008945,EMP008394,2024-09-13,,Ongoing,No,3,No,No,Investigation in progress.
INV008946,CR008946,EMP009302,2026-02-16,,Ongoing,Yes,10,Yes,Yes,Additional witnesses being examined.
INV008947,CR008947,EMP002365,2025-11-30,,Ongoing,Yes,3,Yes,Yes,Evidence collection in progress.
INV008948,CR008948,EMP003036,2026-07-07,,Ongoing,Yes,2,No,No,Awaiting forensic report.
INV008949,CR008949,EMP001269,2025-05-13,2025-08-29,Completed,Yes,4,No,No,Investigation completed successfully.
INV008950,CR008950,EMP008279,2025-05-10,,Ongoing,Yes,9,No,No,Awaiting forensic report.
INV008951,CR008951,EMP003258,2024-11-30,2025-01-31,Completed,Yes,7,No,No,Charge sheet preparation underway.
INV008952,CR008952,EMP004661,2024-10-09,2025-03-05,Completed,Yes,5,No,No,Investigation completed successfully.
INV008953,CR008953,EMP000299,2025-11-25,2026-03-10,Completed,Yes,10,No,No,Charge sheet preparation underway.
INV008954,CR008954,EMP009318,2025-08-12,,Ongoing,Yes,5,Yes,Yes,Evidence collection in progress.
INV008955,CR008955,EMP006695,2026-02-02,2026-05-22,Closed,Yes,3,No,No,Case closed due to insufficient evidence.
INV008956,CR008956,EMP004307,2025-07-28,,Ongoing,Yes,3,No,No,Awaiting forensic report.
INV008957,CR008957,EMP004388,2026-04-17,2026-08-23,Closed,Yes,6,Yes,No,Case closed due to insufficient evidence.
INV008958,CR008958,EMP004886,2025-07-31,,Ongoing,Yes,9,No,No,Awaiting forensic report.
INV008959,CR008959,EMP006707,2026-02-09,2026-06-03,Completed,No,4,No,No,Evidence verified and case completed.
INV008960,CR008960,EMP006675,2025-03-14,2025-07-07,Completed,Yes,2,No,No,Witness statements recorded.
INV008961,CR008961,EMP003374,2026-05-04,2026-10-02,Completed,Yes,3,No,No,Evidence verified and case completed.
INV008962,CR008962,EMP002985,2026-02-14,2026-04-07,Completed,Yes,6,No,No,Evidence verified and case completed.
INV008963,CR008963,EMP005929,2024-08-09,2024-11-07,Closed,Yes,0,No,No,Complaint found to be false.
INV008964,CR008964,EMP005836,2026-04-26,2026-06-13,Completed,Yes,4,Yes,Yes,Charge sheet preparation underway.
INV008965,CR008965,EMP008137,2026-06-02,,Ongoing,No,5,No,No,Evidence collection in progress.
INV008966,CR008966,EMP000325,2025-03-26,,Ongoing,Yes,4,No,No,Awaiting forensic report.
INV008967,CR008967,EMP001669,2025-08-05,2026-01-11,Closed,Yes,8,No,No,Investigation closed after verification.
INV008968,CR008968,EMP004754,2024-07-27,2024-10-24,Completed,Yes,2,No,No,Charge sheet preparation underway.
INV008969,CR008969,EMP005334,2026-06-07,,Ongoing,No,5,Yes,Yes,Awaiting forensic report.
INV008970,CR008970,EMP000040,2026-04-26,2026-10-17,Completed,Yes,1,Yes,Yes,Evidence verified and case completed.
INV008971,CR008971,EMP008169,2024-10-27,,Ongoing,Yes,2,No,No,Awaiting forensic report.
INV008972,CR008972,EMP005515,2024-12-06,2025-06-02,Closed,Yes,3,No,No,Case closed due to insufficient evidence.
INV008973,CR008973,EMP007736,2024-10-22,2025-01-22,Completed,No,8,Yes,Yes,Evidence verified and case completed.
INV008974,CR008974,EMP006016,2025-06-04,,Ongoing,Yes,1,Yes,Yes,Evidence collection in progress.
INV008975,CR008975,EMP003295,2025-02-17,,Ongoing,Yes,10,No,No,Awaiting forensic report.
INV008976,CR008976,EMP004793,2025-02-09,2025-03-28,Completed,Yes,5,Yes,Yes,Charge sheet preparation underway.
INV008977,CR008977,EMP000119,2025-12-24,,Ongoing,No,10,Yes,Yes,Additional witnesses being examined.
INV008978,CR008978,EMP006081,2024-09-26,2024-11-26,Completed,Yes,0,Yes,Yes,Witness statements recorded.
INV008979,CR008979,EMP001569,2025-12-19,,Ongoing,Yes,5,No,No,Investigation in progress.
INV008980,CR008980,EMP004984,2025-11-08,2025-12-27,Completed,Yes,9,Yes,Yes,Evidence verified and case completed.
INV008981,CR008981,EMP000098,2024-11-22,2025-02-03,Closed,Yes,5,Yes,Yes,Case closed due to insufficient evidence.
INV008982,CR008982,EMP005502,2025-06-14,2025-11-16,Closed,Yes,5,No,No,Case closed due to insufficient evidence.
INV008983,CR008983,EMP001051,2026-06-08,2026-07-16,Completed,Yes,5,No,No,Investigation completed successfully.
INV008984,CR008984,EMP007131,2025-01-12,2025-04-01,Completed,No,4,Yes,Yes,Investigation completed successfully.
INV008985,CR008985,EMP000717,2025-11-14,2026-02-20,Closed,Yes,5,No,No,Investigation closed after verification.
INV008986,CR008986,EMP003306,2025-08-29,2025-12-21,Completed,Yes,2,Yes,Yes,Evidence verified and case completed.
INV008987,CR008987,EMP008465,2026-01-28,2026-04-15,Completed,No,6,No,No,Evidence verified and case completed.
INV008988,CR008988,EMP009897,2025-07-19,,Ongoing,Yes,4,No,No,Awaiting forensic report.
INV008989,CR008989,EMP008792,2025-05-15,2025-06-16,Completed,Yes,2,No,No,Charge sheet preparation underway.
INV008990,CR008990,EMP003201,2025-10-23,2025-12-18,Completed,No,4,No,No,Witness statements recorded.
INV008991,CR008991,EMP003732,2024-11-07,2025-02-12,Completed,Yes,8,Yes,Yes,Evidence verified and case completed.
INV008992,CR008992,EMP008670,2025-09-04,,Ongoing,Yes,6,No,No,Additional witnesses being examined.
INV008993,CR008993,EMP001582,2026-06-23,2026-10-24,Completed,Yes,5,Yes,Yes,Charge sheet preparation underway.
INV008994,CR008994,EMP005179,2025-01-20,2025-03-04,Completed,No,0,No,No,Witness statements recorded.
INV008995,CR008995,EMP005233,2024-09-26,2024-12-23,Completed,Yes,10,Yes,Yes,Investigation completed successfully.
INV008996,CR008996,EMP001286,2026-03-31,2026-05-03,Closed,Yes,1,No,No,Investigation closed after verification.
INV008997,CR008997,EMP008696,2024-10-02,2025-03-06,Closed,No,7,No,No,Complaint found to be false.
INV008998,CR008998,EMP004718,2025-11-01,2026-03-29,Completed,Yes,5,No,No,Charge sheet preparation underway.
INV008999,CR008999,EMP008641,2025-01-28,2025-06-18,Completed,No,8,Yes,Yes,Charge sheet preparation underway.
INV009000,CR009000,EMP004880,2025-08-20,,Ongoing,Yes,3,No,No,Investigation in progress.
INV009001,CR009001,EMP006159,2024-10-23,2025-02-12,Completed,Yes,5,Yes,Yes,Charge sheet preparation underway.
INV009002,CR009002,EMP008010,2026-02-03,2026-07-04,Completed,No,4,No,No,Evidence verified and case completed.
INV009003,CR009003,EMP005817,2026-03-14,2026-05-15,Completed,Yes,7,No,No,Evidence verified and case completed.
INV009004,CR009004,EMP006759,2025-08-08,2025-12-24,Completed,Yes,3,No,No,Investigation completed successfully.
INV009005,CR009005,EMP008807,2025-04-06,2025-05-07,Closed,Yes,3,Yes,Yes,Investigation closed after verification.
INV009006,CR009006,EMP000191,2025-12-24,2026-05-24,Completed,No,5,No,No,Witness statements recorded.
INV009007,CR009007,EMP007695,2026-06-13,2026-07-14,Closed,Yes,9,No,No,Investigation closed after verification.
